gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B_cell	CAF	Endo	Macro	NK	T_cell	malignant_cell
NMUR2	Q9GZQ4	False	NMUR2_HUMAN		CPI-SS07B3139A0	0.018	0.0	0.0	0.0	0.024	0.005	0.004
NMUR1	Q9HB89	False	NMUR1_HUMAN		CPI-SS018BD4882	0.298	0.179	0.22	0.157	0.964	0.32	0.11
CX3CL1	P78423	False	X3CL1_HUMAN		CPI-SS032E9A219	0.002	0.1	0.375	0.008	0.0	0.005	0.183
CCL17	Q92583	False	CCL17_HUMAN		CPI-SS0EF1A7415	0.013	0.0	0.006	0.041	0.0	0.004	0.008
ACVR2B	Q13705	False	AVR2B_HUMAN		CPI-SS04BE14432	0.025	0.042	0.05	0.016	0.0	0.026	0.146
ACVR2B	Q13705	False	AVR2B_HUMAN		CPI-SS09CCC0451	0.025	0.042	0.05	0.016	0.0	0.026	0.146
BST2	Q10589	False	BST2_HUMAN		CPI-SS095DCA7F7	0.421	0.369	0.919	1.487	0.803	0.656	1.291
QRFPR	Q96P65	False	QRFPR_HUMAN		CPI-SS0BC884A75	0.305	0.065	0.125	0.15	0.28	0.246	0.108
DSC2	Q02487	False	DSC2_HUMAN		CPI-SS036437279	0.008	0.035	0.014	0.476	0.0	0.007	0.005
DSC1	Q08554	False	DSC1_HUMAN		CPI-SS062307CFE	0.072	0.013	0.048	0.036	0.044	0.079	0.022
DSC3	Q14574	False	DSC3_HUMAN		CPI-SS09000F32A	0.167	0.073	0.056	0.092	0.168	0.171	0.049
DSC3	Q14574	False	DSC3_HUMAN		CPI-SS0B6F0C894	0.167	0.073	0.056	0.092	0.168	0.171	0.049
DSG2	Q14126	False	DSG2_HUMAN		CPI-SS06D13FCD3	0.265	0.239	0.184	0.17	0.258	0.278	0.116
DSG2	Q14126	False	DSG2_HUMAN		CPI-SS08B94BEB2	0.265	0.239	0.184	0.17	0.258	0.278	0.116
ANGPT1	Q15389	False	ANGP1_HUMAN		CPI-SS0B337B316	0.003	0.194	0.017	0.004	0.0	0.009	0.046
ANGPT4	Q9Y264	False	ANGP4_HUMAN		CPI-SS00BBA318F	0.003	0.0	0.0	0.0	0.0	0.002	0.001
SIRPG	Q9P1W8	False	SIRPG_HUMAN		CPI-SS0E9015902	0.01	0.0	0.011	0.077	0.092	0.965	0.006
UCN3	Q969E3	False	UCN3_HUMAN		CPI-SS02EDE5894	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UCN2	Q96RP3	False	UCN2_HUMAN		CPI-SS083E7D88C	0.0	0.031	0.0	0.007	0.0	0.001	0.294
PLXNB3	Q9ULL4	False	PLXB3_HUMAN		CPI-SS0D00AAD2F	0.003	0.004	0.198	0.022	0.01	0.007	0.375
GRIN2C	Q14957	False	NMDE3_HUMAN		CPI-SS0893BD6B6	0.004	0.0	0.0	0.025	0.0	0.006	0.004
KISS1R	Q969F8	False	KISSR_HUMAN		CPI-SS0F856A80F	0.0	0.0	0.0	0.0	0.0	0.003	0.0
ENHO	Q6UWT2	False	ENHO_HUMAN		CPI-SS07DFEBFA8	0.0	0.0	0.0	0.0	0.0	0.001	0.003
LILRB4	Q8NHJ6	False	LIRB4_HUMAN		CPI-SS067BA9202	0.035	0.0	0.007	1.332	0.013	0.01	0.005
IGFLR1	Q9H665	False	IGFR1_HUMAN		CPI-SS00ABEE10B	0.35	0.144	0.0	1.063	0.559	0.635	0.216
IGFLR1	Q9H665	False	IGFR1_HUMAN		CPI-SS08EDE5442	0.35	0.144	0.0	1.063	0.559	0.635	0.216
IGFLR1	Q9H665	False	IGFR1_HUMAN		CPI-SS0327E1782	0.35	0.144	0.0	1.063	0.559	0.635	0.216
GPR35	Q9HC97	False	GPR35_HUMAN		CPI-SS08C995EB4	0.009	0.05	0.008	0.283	0.04	0.035	0.015
GDF15	Q99988	False	GDF15_HUMAN		CPI-SS0BA87E94E	0.033	0.164	0.02	0.159	0.046	0.024	0.972
PROK2	Q9HC23	False	PROK2_HUMAN		CPI-SS027E57635	0.003	0.0	0.0	0.02	0.0	0.006	0.002
PROK2	Q9HC23	False	PROK2_HUMAN		CPI-SS01CE67526	0.003	0.0	0.0	0.02	0.0	0.006	0.002
RLN3	Q8WXF3	False	REL3_HUMAN		CPI-SS0A6477344	0.012	0.0	0.0	0.0	0.0	0.002	0.0
RLN3	Q8WXF3	False	REL3_HUMAN		CPI-SS01442BDB7	0.012	0.0	0.0	0.0	0.0	0.002	0.0
INSL5	Q9Y5Q6	False	INSL5_HUMAN		CPI-SS0799949D7	0.0	0.0	0.0	0.0	0.0	0.007	0.002
INSL5	Q9Y5Q6	False	INSL5_HUMAN		CPI-SS0ACCAC836	0.0	0.0	0.0	0.0	0.0	0.007	0.002
KLRF1	Q9NZS2	False	KLRF1_HUMAN		CPI-SS025C8F785	0.007	0.0	0.031	0.004	1.467	0.016	0.005
EDA2R	Q9HAV5	False	TNR27_HUMAN		CPI-SS00797FD15	0.003	0.143	0.003	0.016	0.001	0.009	0.049
EDAR	Q9UNE0	False	EDAR_HUMAN		CPI-SS05A8552D7	0.002	0.013	0.0	0.0	0.0	0.017	0.002
EPHA6	Q9UF33	False	EPHA6_HUMAN		CPI-SS08C78576B	0.0	0.0	0.0	0.002	0.0	0.004	0.001
NPVF	Q9HCQ7	False	NPVF_HUMAN		CPI-SS050123B31	0.002	0.0	0.0	0.0	0.0	0.001	0.003
IL1RAPL1	Q9NZN1	False	IRPL1_HUMAN		CPI-SS0281839F1	0.003	0.012	0.0	0.013	0.018	0.002	0.011
TNFRSF18	Q9Y5U5	False	TNR18_HUMAN		CPI-SS0FF51A757	0.002	0.0	0.0	0.097	0.587	0.218	0.003
ACVRL1	P37023	True	ACVL1_HUMAN	ACVL1_BMPR2	CPI-CS0A97B38B6	0.062	0.174	0.606	0.176	0.077	0.062	0.023
ACVRL1	P37023	True	ACVL1_HUMAN	ACVL1_BMPR2	CPI-CS0157F2E34	0.062	0.174	0.606	0.176	0.077	0.062	0.023
BMPR2	Q13873	True	BMPR2_HUMAN	ACVL1_BMPR2	CPI-CS0A97B38B6	0.188	0.465	0.864	0.252	0.132	0.152	0.408
BMPR2	Q13873	True	BMPR2_HUMAN	ACVL1_BMPR2	CPI-CS0157F2E34	0.188	0.465	0.864	0.252	0.132	0.152	0.408
BMPR2	Q13873	True	BMPR2_HUMAN	ACVR1_BMPR2	CPI-CS08CC8F9D3	0.188	0.465	0.864	0.252	0.132	0.152	0.408
BMPR2	Q13873	True	BMPR2_HUMAN	ACVR1_BMPR2	CPI-CS0E1BF543E	0.188	0.465	0.864	0.252	0.132	0.152	0.408
BMPR2	Q13873	True	BMPR2_HUMAN	ACVR1_BMPR2	CPI-CS0C16967C6	0.188	0.465	0.864	0.252	0.132	0.152	0.408
BMPR2	Q13873	True	BMPR2_HUMAN	ACVR1_BMPR2	CPI-CS0AEE2FB22	0.188	0.465	0.864	0.252	0.132	0.152	0.408
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS05EAF93CC	0.188	0.465	0.864	0.252	0.132	0.152	0.408
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS046BCFC6F	0.188	0.465	0.864	0.252	0.132	0.152	0.408
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS0F6CFB979	0.188	0.465	0.864	0.252	0.132	0.152	0.408
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS090FFEDFE	0.188	0.465	0.864	0.252	0.132	0.152	0.408
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS0E4E75E3B	0.188	0.465	0.864	0.252	0.132	0.152	0.408
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS0E54FF657	0.188	0.465	0.864	0.252	0.132	0.152	0.408
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS09CECD20D	0.188	0.465	0.864	0.252	0.132	0.152	0.408
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS0B9A4CA4D	0.188	0.465	0.864	0.252	0.132	0.152	0.408
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS0CFA0E4C5	0.188	0.465	0.864	0.252	0.132	0.152	0.408
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-CS08109C435	0.188	0.465	0.864	0.252	0.132	0.152	0.408
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-CS02C93975C	0.188	0.465	0.864	0.252	0.132	0.152	0.408
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-CS0EF793D6A	0.188	0.465	0.864	0.252	0.132	0.152	0.408
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-CS0484364A2	0.188	0.465	0.864	0.252	0.132	0.152	0.408
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-CS028ACED72	0.188	0.465	0.864	0.252	0.132	0.152	0.408
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-CS0107C51C6	0.188	0.465	0.864	0.252	0.132	0.152	0.408
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-CS0700FDD27	0.188	0.465	0.864	0.252	0.132	0.152	0.408
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-CS0C623F17A	0.188	0.465	0.864	0.252	0.132	0.152	0.408
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-CS027D7A724	0.188	0.465	0.864	0.252	0.132	0.152	0.408
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-CS0A8F7D89F	0.188	0.465	0.864	0.252	0.132	0.152	0.408
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-CS0569B9B91	0.188	0.465	0.864	0.252	0.132	0.152	0.408
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR1_BMPR2	CPI-CS08CC8F9D3	0.024	0.392	0.115	0.104	0.031	0.067	0.223
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR1_BMPR2	CPI-CS0E1BF543E	0.024	0.392	0.115	0.104	0.031	0.067	0.223
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR1_BMPR2	CPI-CS0C16967C6	0.024	0.392	0.115	0.104	0.031	0.067	0.223
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR1_BMPR2	CPI-CS0AEE2FB22	0.024	0.392	0.115	0.104	0.031	0.067	0.223
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS046B3C139	0.024	0.392	0.115	0.104	0.031	0.067	0.223
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS0EC80CA59	0.024	0.392	0.115	0.104	0.031	0.067	0.223
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS0FFBA02F8	0.024	0.392	0.115	0.104	0.031	0.067	0.223
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS0CE2A204A	0.024	0.392	0.115	0.104	0.031	0.067	0.223
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS091BF99D0	0.024	0.392	0.115	0.104	0.031	0.067	0.223
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS073233FCC	0.024	0.392	0.115	0.104	0.031	0.067	0.223
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B receptor	CPI-CS0288D901D	0.024	0.392	0.115	0.104	0.031	0.067	0.223
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B receptor	CPI-CS0FCC00896	0.024	0.392	0.115	0.104	0.031	0.067	0.223
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B receptor	CPI-CS02AEFFE28	0.024	0.392	0.115	0.104	0.031	0.067	0.223
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B receptor	CPI-CS0860DA460	0.024	0.392	0.115	0.104	0.031	0.067	0.223
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B receptor	CPI-CS04DD927C9	0.024	0.392	0.115	0.104	0.031	0.067	0.223
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B receptor	CPI-CS048465560	0.024	0.392	0.115	0.104	0.031	0.067	0.223
ACVR1	Q04771	True	ACVR1_HUMAN	MIS receptor 3	CPI-CS0D4BB4458	0.024	0.392	0.115	0.104	0.031	0.067	0.223
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A receptor	CPI-CS046B3C139	0.035	0.34	0.221	0.116	0.075	0.068	0.179
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A receptor	CPI-CS0EC80CA59	0.035	0.34	0.221	0.116	0.075	0.068	0.179
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A receptor	CPI-CS0FFBA02F8	0.035	0.34	0.221	0.116	0.075	0.068	0.179
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A receptor	CPI-CS0CE2A204A	0.035	0.34	0.221	0.116	0.075	0.068	0.179
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A receptor	CPI-CS091BF99D0	0.035	0.34	0.221	0.116	0.075	0.068	0.179
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A receptor	CPI-CS073233FCC	0.035	0.34	0.221	0.116	0.075	0.068	0.179
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1B2A receptor	CPI-CS0533A30DC	0.035	0.34	0.221	0.116	0.075	0.068	0.179
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1B2A receptor	CPI-CS02899BF8B	0.035	0.34	0.221	0.116	0.075	0.068	0.179
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1B2A receptor	CPI-CS09F35DDEB	0.035	0.34	0.221	0.116	0.075	0.068	0.179
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1B2A receptor	CPI-CS04F78ACD6	0.035	0.34	0.221	0.116	0.075	0.068	0.179
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1B2A receptor	CPI-CS0C8F1E01F	0.035	0.34	0.221	0.116	0.075	0.068	0.179
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1C2A receptor	CPI-CS0924060DB	0.035	0.34	0.221	0.116	0.075	0.068	0.179
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1C2A receptor	CPI-CS007ADC2D1	0.035	0.34	0.221	0.116	0.075	0.068	0.179
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS0D35E69F6	0.035	0.34	0.221	0.116	0.075	0.068	0.179
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS047EE9E03	0.035	0.34	0.221	0.116	0.075	0.068	0.179
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS0247DA882	0.035	0.34	0.221	0.116	0.075	0.068	0.179
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS0C091F24B	0.035	0.34	0.221	0.116	0.075	0.068	0.179
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS075442484	0.035	0.34	0.221	0.116	0.075	0.068	0.179
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS012D15A88	0.035	0.34	0.221	0.116	0.075	0.068	0.179
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS0DAA66443	0.035	0.34	0.221	0.116	0.075	0.068	0.179
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS04C402DFB	0.035	0.34	0.221	0.116	0.075	0.068	0.179
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS05789C9A0	0.035	0.34	0.221	0.116	0.075	0.068	0.179
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1B_AVR2A	CPI-CS0DF85303A	0.035	0.34	0.221	0.116	0.075	0.068	0.179
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1B_AVR2A	CPI-CS01A4D7E2F	0.035	0.34	0.221	0.116	0.075	0.068	0.179
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1B_AVR2A	CPI-CS0921BB754	0.035	0.34	0.221	0.116	0.075	0.068	0.179
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1B_AVR2A	CPI-CS01319F57A	0.035	0.34	0.221	0.116	0.075	0.068	0.179
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1B_AVR2A	CPI-CS08A043594	0.035	0.34	0.221	0.116	0.075	0.068	0.179
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1B_AVR2A	CPI-CS02957B1BF	0.035	0.34	0.221	0.116	0.075	0.068	0.179
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1B_AVR2A	CPI-CS069E2161D	0.035	0.34	0.221	0.116	0.075	0.068	0.179
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1B_AVR2A	CPI-CS0D9226707	0.035	0.34	0.221	0.116	0.075	0.068	0.179
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1B_AVR2A	CPI-CS0BDA0D08C	0.035	0.34	0.221	0.116	0.075	0.068	0.179
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1A2B receptor	CPI-CS0288D901D	0.025	0.042	0.05	0.016	0.0	0.026	0.146
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1A2B receptor	CPI-CS0FCC00896	0.025	0.042	0.05	0.016	0.0	0.026	0.146
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1A2B receptor	CPI-CS02AEFFE28	0.025	0.042	0.05	0.016	0.0	0.026	0.146
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1A2B receptor	CPI-CS0860DA460	0.025	0.042	0.05	0.016	0.0	0.026	0.146
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1A2B receptor	CPI-CS04DD927C9	0.025	0.042	0.05	0.016	0.0	0.026	0.146
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1A2B receptor	CPI-CS048465560	0.025	0.042	0.05	0.016	0.0	0.026	0.146
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1B2B receptor	CPI-CS0C159B54D	0.025	0.042	0.05	0.016	0.0	0.026	0.146
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1B2B receptor	CPI-CS085EF890A	0.025	0.042	0.05	0.016	0.0	0.026	0.146
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1B2B receptor	CPI-CS0AED3F8E8	0.025	0.042	0.05	0.016	0.0	0.026	0.146
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1B2B receptor	CPI-CS0384572FE	0.025	0.042	0.05	0.016	0.0	0.026	0.146
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1B2B receptor	CPI-CS0E7C1314F	0.025	0.042	0.05	0.016	0.0	0.026	0.146
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1B2B receptor	CPI-CS06C0EEFCB	0.025	0.042	0.05	0.016	0.0	0.026	0.146
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1B2B receptor	CPI-CS0B2F2EF5D	0.025	0.042	0.05	0.016	0.0	0.026	0.146
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1C2B receptor	CPI-CS0B79F5D68	0.025	0.042	0.05	0.016	0.0	0.026	0.146
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1C2B receptor	CPI-CS0A5400A6A	0.025	0.042	0.05	0.016	0.0	0.026	0.146
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1A_AVR2B	CPI-CS0C99F8D96	0.025	0.042	0.05	0.016	0.0	0.026	0.146
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1A_AVR2B	CPI-CS0CA393CC5	0.025	0.042	0.05	0.016	0.0	0.026	0.146
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1A_AVR2B	CPI-CS076E1A639	0.025	0.042	0.05	0.016	0.0	0.026	0.146
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1A_AVR2B	CPI-CS017A50010	0.025	0.042	0.05	0.016	0.0	0.026	0.146
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1A_AVR2B	CPI-CS0BE59B43E	0.025	0.042	0.05	0.016	0.0	0.026	0.146
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1A_AVR2B	CPI-CS0BCDC40FC	0.025	0.042	0.05	0.016	0.0	0.026	0.146
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1A_AVR2B	CPI-CS036BF2AC7	0.025	0.042	0.05	0.016	0.0	0.026	0.146
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1A_AVR2B	CPI-CS0546460D1	0.025	0.042	0.05	0.016	0.0	0.026	0.146
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1A_AVR2B	CPI-CS0E5078EDE	0.025	0.042	0.05	0.016	0.0	0.026	0.146
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1B_AVR2B	CPI-CS08A853007	0.025	0.042	0.05	0.016	0.0	0.026	0.146
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1B_AVR2B	CPI-CS0BEC40E19	0.025	0.042	0.05	0.016	0.0	0.026	0.146
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1B_AVR2B	CPI-CS0C0D60519	0.025	0.042	0.05	0.016	0.0	0.026	0.146
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1B_AVR2B	CPI-CS03DF8BD36	0.025	0.042	0.05	0.016	0.0	0.026	0.146
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1B_AVR2B	CPI-CS058910188	0.025	0.042	0.05	0.016	0.0	0.026	0.146
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1B_AVR2B	CPI-CS0E997FABD	0.025	0.042	0.05	0.016	0.0	0.026	0.146
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1B_AVR2B	CPI-CS089A36491	0.025	0.042	0.05	0.016	0.0	0.026	0.146
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1B_AVR2B	CPI-CS027F8BD7E	0.025	0.042	0.05	0.016	0.0	0.026	0.146
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1B_AVR2B	CPI-CS055E15573	0.025	0.042	0.05	0.016	0.0	0.026	0.146
ACVR2B	Q13705	True	AVR2B_HUMAN	NODAL receptor	CPI-CS040AEB4A0	0.025	0.042	0.05	0.016	0.0	0.026	0.146
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2A receptor	CPI-CS0533A30DC	0.027	0.2	0.042	0.165	0.059	0.032	0.101
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2A receptor	CPI-CS02899BF8B	0.027	0.2	0.042	0.165	0.059	0.032	0.101
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2A receptor	CPI-CS09F35DDEB	0.027	0.2	0.042	0.165	0.059	0.032	0.101
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2A receptor	CPI-CS04F78ACD6	0.027	0.2	0.042	0.165	0.059	0.032	0.101
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2A receptor	CPI-CS0C8F1E01F	0.027	0.2	0.042	0.165	0.059	0.032	0.101
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B receptor	CPI-CS0C159B54D	0.027	0.2	0.042	0.165	0.059	0.032	0.101
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B receptor	CPI-CS085EF890A	0.027	0.2	0.042	0.165	0.059	0.032	0.101
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B receptor	CPI-CS0AED3F8E8	0.027	0.2	0.042	0.165	0.059	0.032	0.101
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B receptor	CPI-CS0384572FE	0.027	0.2	0.042	0.165	0.059	0.032	0.101
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B receptor	CPI-CS0E7C1314F	0.027	0.2	0.042	0.165	0.059	0.032	0.101
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B receptor	CPI-CS06C0EEFCB	0.027	0.2	0.042	0.165	0.059	0.032	0.101
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B receptor	CPI-CS0B2F2EF5D	0.027	0.2	0.042	0.165	0.059	0.032	0.101
ACVR1B	P36896	True	ACV1B_HUMAN	NODAL receptor	CPI-CS040AEB4A0	0.027	0.2	0.042	0.165	0.059	0.032	0.101
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2A receptor	CPI-CS0924060DB	0.006	0.018	0.031	0.001	0.024	0.021	0.026
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2A receptor	CPI-CS007ADC2D1	0.006	0.018	0.031	0.001	0.024	0.021	0.026
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2B receptor	CPI-CS0B79F5D68	0.006	0.018	0.031	0.001	0.024	0.021	0.026
ACVR1C	Q8NER5	True	ACV1C_HUMAN	ACVR_1C2B receptor	CPI-CS0A5400A6A	0.006	0.018	0.031	0.001	0.024	0.021	0.026
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS05EAF93CC	0.033	0.26	0.023	0.0	0.005	0.044	0.18
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS046BCFC6F	0.033	0.26	0.023	0.0	0.005	0.044	0.18
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0F6CFB979	0.033	0.26	0.023	0.0	0.005	0.044	0.18
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS090FFEDFE	0.033	0.26	0.023	0.0	0.005	0.044	0.18
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0E4E75E3B	0.033	0.26	0.023	0.0	0.005	0.044	0.18
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0E54FF657	0.033	0.26	0.023	0.0	0.005	0.044	0.18
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS09CECD20D	0.033	0.26	0.023	0.0	0.005	0.044	0.18
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0B9A4CA4D	0.033	0.26	0.023	0.0	0.005	0.044	0.18
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0CFA0E4C5	0.033	0.26	0.023	0.0	0.005	0.044	0.18
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS0D35E69F6	0.033	0.26	0.023	0.0	0.005	0.044	0.18
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS047EE9E03	0.033	0.26	0.023	0.0	0.005	0.044	0.18
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS0247DA882	0.033	0.26	0.023	0.0	0.005	0.044	0.18
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS0C091F24B	0.033	0.26	0.023	0.0	0.005	0.044	0.18
